UCS;2;5.3125;3.390625;3.390625;14.78125;19.625;1.3276955602536997;44.0
UCS;3;9.5;4.46875;4.46875;81.3125;118.65625;1.4592621060722522;78.0
UCS;4;13.125;5.0625;5.0625;327.0;908.9375;2.779625382262997;488.0
UCS;5;29.5;10.125;10.125;2594.5;8699.0;3.3528618230873;31942.0
