IDS;2;5.3125;3.390625;3.390625;23.109375;17.640625;0.7633536173089925;19.0
IDS;3;9.625;3.96875;3.96875;95.25;83.59375;0.8776246719160105;25.0
IDS;4;13.8125;4.4375;4.4375;343.1875;285.375;0.8315425241303952;127.0
IDS;5;31.0;7.875;7.875;4303.375;3548.75;0.8246434484561536;1258.0
IDS;6;41.25;8.0;8.0;19794.0;19460.75;0.9831640901283217;6825.0
