A*;2;5.3125;3.390625;3.390625;8.78125;12.3125;1.402135231316726;24.0
A*;3;9.5;4.09375;4.09375;41.65625;69.6875;1.6729182295573894;25.0
A*;4;13.125;4.5625;4.5625;108.875;234.0;2.1492537313432836;57.0
A*;5;29.5;8.375;8.375;971.625;2803.625;2.885501093528882;638.0
A*;6;39.75;8.75;8.75;4275.75;17292.75;4.044378179266795;11537.0
